"age" "gender" "belgian" "degree" "startdate" "months" "phd" "years" "totdfte" "meandfte" "level" "class" "faculty"
39 "W" "B" 5 34943 NA "N" NA 0.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
27 "W" NA 7 33482 NA "N" NA NA NA "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
22 "M" "O" 5 36069 53 "Y" 4 4 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "LA"
23 "M" "B" 7 37012 NA "N" NA 0.42 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
24 "W" "B" 7 34578 NA "N" NA 1 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PS"
22 "W" "B" 8 37347 NA "N" NA 1 0.5 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "TW"
31 "W" "B" 6 35125 NA "N" NA 2.5 0.5 "assistent" "1a) Bezoldigd AAP" "GE"
24 "M" "B" 5 35400 NA "N" NA 2.17 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
24 "W" "B" 6 35339 NA "N" NA 3.17 0.76 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "TW"
22 "W" "B" 8 36434 NA "N" NA 5 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "W" "B" 7 35827 46 "Y" 4 3.84 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "DI"
29 "W" NA 5 36069 NA "N" NA 5.25 1 "VIB-junior onderzoeker" "6b) Andere projecten (WM)" "WE"
24 "M" "B" 7 35004 NA "N" NA 0.42 1 "assistent" "1a) Bezoldigd AAP" "TW"
21 "W" "B" 8 36800 NA "N" NA 4.25 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "WE"
33 "W" "B" 7 37500 NA "N" NA 2.45 0.98 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
NA NA NA 5 NA NA NA NA NA NA NA NA NA
26 "W" "B" 5 34700 NA "N" NA 0.5 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
22 "M" "B" 8 35704 51 "Y" 4 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
22 "W" "B" 8 35643 62 "Y" 5 5.2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
22 "M" "B" 7 36069 NA "N" NA 6 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
23 "M" "B" 7 36373 NA "N" NA 4.75 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "TW"
26 "M" "B" 7 35674 NA "N" NA 1.83 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
26 "M" "B" 7 34090 NA "N" NA 3.67 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LA"
24 "W" "B" 7 35278 NA "N" NA 2.08 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "W" "B" 7 35704 NA "N" NA 1.5 1 "assistent" "1a) Bezoldigd AAP" "LA"
24 "W" "B" 8 33512 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "GE"
24 "W" "B" 7 35339 83 "Y" 7 6.97 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
25 "W" "B" 8 33878 NA "N" NA 5.92 1 "assistent" "1a) Bezoldigd AAP" "GE"
24 "W" "B" 7 36130 NA "N" NA 0.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "W" "B" 9 36800 NA "N" NA 2 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LA"
21 "M" "B" 9 35704 NA "N" NA 6.25 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "WE"
22 "M" "B" 9 35309 65 "Y" 5 4.42 0.82 "assistent" "1a) Bezoldigd AAP" "TW"
23 "W" "B" 8 35339 68 "Y" 6 4.7 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "W" "B" 7 36892 NA "N" NA 2.75 1 "wetenschappelijk projectmedewerker MML" "6b) Andere projecten (WM)" "LA"
46 "M" "B" 5 36465 NA "N" NA 0.17 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "LW"
23 "M" "B" 8 34243 NA "N" NA 3.09 1 "assistent" "1a) Bezoldigd AAP" "EB"
23 "M" "B" 7 37500 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "EB"
23 "M" "B" 8 36130 48 "Y" 4 3.92 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "W" "B" 9 35309 50 "Y" 4 4.24 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
26 "M" "B" 6 35490 NA "N" NA 5.9 0.72 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PS"
23 "M" "O" 5 37530 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "W" "B" 8 34731 72 "Y" 6 2.61 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "EB"
24 "W" "B" 8 36434 NA "N" NA 4 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
22 "W" "B" 8 33512 67 "Y" 6 4 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
23 "M" "B" 7 35490 70 "Y" 6 5.88 1 "assistent" "1a) Bezoldigd AAP" "EB"
22 "M" "B" 8 36434 48 "Y" 4 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
27 "W" "B" 7 34213 NA "N" NA 2.08 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "EB"
23 "M" "B" 8 37834 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
23 "M" "B" 8 36404 45 "Y" 4 3.8 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "M" "B" 7 35827 NA "N" NA 3.4 0.85 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "RE"
26 "W" "O" 5 36892 NA "N" NA 3 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
25 "W" "B" 7 36192 NA "N" NA 4.16 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "DI"
35 "M" "B" 5 36100 NA "N" NA 7 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
24 "W" "B" 8 37165 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "FW"
32 "M" "O" 5 36434 NA "N" NA 4 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "PS"
49 "M" "B" 5 35034 NA "N" NA 2.15 0.31 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PP"
23 "M" "B" 7 36039 NA "N" NA 5.17 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "GE"
28 "W" "B" 9 33878 NA "N" NA 11 1 "assistent" "1a) Bezoldigd AAP" "GE"
35 "M" "B" 5 37530 NA "N" NA 2 1 "Klinische doctoraatsbeurs FWO" "2 ) FWO-bursalen" "GE"
24 "M" "B" 8 34973 79 "Y" 7 4 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "GE"
23 "W" "B" 7 37834 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "PS"
23 "M" "B" 9 34608 49 "Y" 4 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
22 "W" "B" 8 37165 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "W" "B" 8 34639 NA "N" NA 2 1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "EB"
22 "W" "B" 9 35065 64 "Y" 5 5.37 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
27 "M" "B" 7 33939 63 "Y" 5 5.33 1 "assistent" "1a) Bezoldigd AAP" "DI"
23 "M" "B" 8 34243 52 "Y" 4 4 1 "IWONL-bursaal" "3 ) IWT-bursalen" "TW"
46 "M" "B" 5 33512 NA "N" NA 0.47 0.1 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PP"
23 "M" "B" 8 36770 NA "N" NA 5.33 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
25 "W" "B" 6 35370 NA "N" NA 0.54 0.93 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
27 "W" "B" 7 33543 NA "N" NA 2.84 0.67 "assistent" "1a) Bezoldigd AAP" "GE"
24 "M" "O" 5 34973 NA "N" NA 0.46 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
28 "W" "O" 5 36069 NA "N" NA 0.7 0.7 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
23 "M" "B" 8 37104 NA "N" NA 4.17 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
24 "W" "O" 7 35431 NA "N" NA 1 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "PS"
24 "W" "B" 5 37530 NA "N" NA 1.04 0.5 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "LW"
23 "W" "B" 7 34425 111 "Y" 9 8.05 0.62 "assistent" "1a) Bezoldigd AAP" "LW"
22 "W" "B" 9 34608 65 "Y" 5 5.34 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
24 "M" "B" 6 34578 NA "N" NA 3.27 0.61 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
28 "W" "O" 5 35582 NA "N" NA 0.84 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "WE"
23 "W" "B" 6 36404 NA "N" NA 4.33 0.95 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
30 "W" "B" 7 36434 NA "N" NA 4 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "GE"
24 "M" "O" 5 37288 NA "N" NA 1.75 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
32 "W" "B" 7 35490 NA "N" NA 5.33 0.81 "assistent" "1a) Bezoldigd AAP" "WE"
22 "W" "B" 7 36526 NA "N" NA 1.16 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
24 "M" "B" 6 33512 NA "N" NA 5.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
26 "W" "O" 5 36982 NA "N" NA 4.16 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "PP"
22 "W" "B" 7 35704 72 "Y" 6 6 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
25 "M" "B" 5 35309 NA "N" NA 3.08 1 "assistent" "1a) Bezoldigd AAP" "EB"
27 "M" "B" 7 35065 NA "N" NA 2.4 0.36 "assistent" "1a) Bezoldigd AAP" "TW"
23 "M" "B" 8 35339 NA "N" NA 2 1 "IWT-bursaal" "3 ) IWT-bursalen" "TW"
24 "W" "B" 8 37530 NA "N" NA 2.25 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "DI"
22 "W" "B" 7 36923 NA "N" NA 2 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
22 "M" "B" 7 36434 NA "N" NA 3.92 0.98 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
24 "W" "B" 8 36130 NA "N" NA 1.25 1 "assistent" "1a) Bezoldigd AAP" "EB"
24 "M" "B" 6 36557 NA "N" NA 3.66 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
22 "W" "B" 7 36069 NA "N" NA 0.25 0.19 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
22 "M" "B" 8 36923 NA "N" NA 2.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
25 "M" "B" 7 37530 NA "N" NA 0.5 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
22 "M" "B" 7 35674 50 "Y" 4 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
24 "M" "B" 6 34973 NA "N" NA 0.8 0.2 "assistent" "1a) Bezoldigd AAP" "GE"
32 "M" "B" 5 36251 NA "N" NA 2.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
23 "M" "B" 7 35704 54 "Y" 5 4.57 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
23 "W" "B" 7 36800 NA "N" NA 4.17 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "FW"
23 "W" "B" 7 35370 NA "N" NA 1 0.5 "assistent" "1a) Bezoldigd AAP" "PP"
22 "M" "B" 8 37135 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
21 "W" "B" 7 35309 NA "N" NA 3.08 1 "assistent" "1a) Bezoldigd AAP" "WE"
23 "W" "B" 9 35339 43 "Y" 4 3.63 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
23 "M" "B" 8 37530 NA "N" NA 2.25 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "DI"
23 "M" "B" 8 35339 55 "Y" 5 4.79 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "TW"
28 "M" "B" 8 35704 54 "Y" 5 4.55 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "EB"
37 "M" "O" 5 37408 NA "N" NA 1.25 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "TW"
25 "W" "B" 5 36069 NA "N" NA 1.34 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "GE"
25 "W" "B" 8 36800 NA "N" NA 4.34 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "GE"
23 "W" "B" 8 34912 NA "N" NA 5.42 1 "assistent" "1a) Bezoldigd AAP" "TW"
22 "M" "B" 8 36192 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "WE"
22 "W" "B" 7 37530 NA "N" NA 2 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
34 "M" "O" 5 33817 NA "N" NA 2.34 0.78 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
23 "W" "B" 7 36495 NA "N" NA 4.73 0.92 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
23 "W" "B" 5 36404 NA "N" NA 4.46 0.84 "assistent" "1a) Bezoldigd AAP" "EB"
22 "W" "B" 8 35339 48 "Y" 4 4.07 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "FW"
21 "W" "B" 9 33878 51 "Y" 4 4.31 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
28 "M" "B" 7 35339 NA "N" NA 5.56 0.83 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
26 "M" "B" 7 35065 60 "Y" 5 5.01 0.99 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "RE"
23 "M" "B" 7 36192 NA "N" NA 0.33 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
25 "M" "O" 7 36373 NA "N" NA 0.5 1 "wetenschappelijk projectmedewerker MML" "6b) Andere projecten (WM)" "DI"
24 "W" "B" 7 35886 65 "Y" 5 4.67 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
23 "W" "B" 9 37681 NA "N" NA 1 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
21 "W" "B" 9 34274 50 "Y" 4 4.25 1 "assistent" "1a) Bezoldigd AAP" "TW"
59 "W" "O" 5 36404 NA "N" NA 0.15 0.6 "assistent" "1c) Plaatsvervangend AAP" "LW"
22 "W" "B" 8 35339 NA "N" NA 0.67 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
31 "M" "B" 7 35431 NA "N" NA 8 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
22 "M" "B" 5 36800 NA "N" NA 4 1 "assistent" "1a) Bezoldigd AAP" "PP"
33 "M" "B" 7 34335 NA "N" NA 3.56 0.45 "assistent" "1a) Bezoldigd AAP" "RE"
22 "W" "B" 7 37165 NA "N" NA 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "GE"
23 "M" "B" 8 35735 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "WE"
24 "M" "B" 7 37561 NA "N" NA 2 1 "assistent" "1a) Bezoldigd AAP" "PP"
23 "M" "B" 9 36770 NA "N" NA 5.08 1 "assistent" "1a) Bezoldigd AAP" "FW"
22 "W" "B" 7 37316 NA "N" NA 1.5 0.62 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
22 "M" "B" 8 36770 NA "N" NA 1.83 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
24 "M" "B" 7 36039 NA "N" NA 1.5 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "W" "B" 7 37316 NA "N" NA 1.84 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
22 "W" "B" 8 35370 NA "N" NA 2.46 0.84 "assistent" "1a) Bezoldigd AAP" "PP"
30 "W" "B" 6 35704 NA "N" NA 0.2 0.15 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "PP"
22 "M" "B" 7 37469 NA "N" NA 0.5 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LA"
23 "W" "O" 5 37622 NA "N" NA 2 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "LW"
25 "W" "B" 7 35247 83 "Y" 7 6.97 0.93 "assistent" "1c) Plaatsvervangend AAP" "WE"
NA NA NA 5 NA NA NA NA NA NA NA NA NA
28 "W" "B" 7 33939 NA "N" NA 0.29 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
22 "M" "B" 9 35339 NA "N" NA 5 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
23 "W" "B" 5 34973 NA "N" NA 3 0.75 "assistent" "1a) Bezoldigd AAP" "PP"
23 "M" "B" 8 37530 NA "N" NA 2 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "M" "B" 5 36861 NA "N" NA 1.46 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PP"
24 "M" "B" 7 33970 NA "N" NA 3.67 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
23 "M" "B" 7 36008 NA "N" NA 1 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
22 "M" "B" 7 36434 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
23 "M" "B" 5 36831 NA "N" NA 2.91 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "M" "B" 8 37469 NA "N" NA 1.42 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "W" "B" 9 34608 43 "Y" 4 3.59 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "WE"
32 "M" "O" 5 36192 NA "N" NA 0.16 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
25 "W" "B" 8 36161 NA "N" NA 1.96 0.5 "assistent" "1a) Bezoldigd AAP" "RE"
23 "W" "B" 8 35704 48 "Y" 4 4.01 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
22 "W" "B" 8 35735 NA "N" NA 5.96 0.97 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
23 "W" "B" 8 33878 40 "Y" 3 3.38 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "LA"
27 "W" "B" 5 36312 NA "N" NA 1.25 1 "assistent" "1a) Bezoldigd AAP" "GE"
25 "W" "B" 5 33482 NA "N" NA NA NA "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "M" "B" 7 36100 NA "N" NA 4.83 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
22 "M" "B" 7 35704 49 "Y" 4 4 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "W" "B" 9 37104 NA "N" NA 4.17 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
21 "W" "B" 8 37865 NA "N" NA 0.42 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
21 "W" "B" 9 35704 55 "Y" 5 4.65 1 "IWT-bursaal" "3 ) IWT-bursalen" "LA"
29 "M" "B" 7 34366 NA "N" NA 1.3 0.49 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
31 "M" "B" 5 34486 NA "N" NA 0.5 1 "assistent" "1a) Bezoldigd AAP" "WE"
25 "M" "B" 6 37834 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "EB"
26 "W" "B" 6 36892 NA "N" NA 0.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
30 "W" "B" 7 35156 73 "Y" 6 0.6 0.4 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LW"
22 "M" "B" 6 36495 NA "N" NA 5.58 0.73 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "EB"
25 "W" "B" 5 36831 NA "N" NA 1.75 1 "assistent" "1a) Bezoldigd AAP" "FW"
23 "M" "B" 7 34973 NA "N" NA 1.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
22 "M" "B" 6 36800 NA "N" NA 3 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
21 "W" "B" 8 34973 53 "Y" 4 4.48 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
32 "M" "B" 5 37347 NA "N" NA 1.2 0.8 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "RE"
25 "W" "B" 7 36800 NA "N" NA 1.83 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "M" "B" 8 37135 NA "N" NA 2.08 1 "assistent" "1a) Bezoldigd AAP" "EB"
24 "M" "B" 7 37347 NA "N" NA 4.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "M" "B" 8 37165 NA "N" NA 2 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "PS"
23 "W" "B" 7 36434 NA "N" NA 4 0.92 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "W" "B" 8 37530 NA "N" NA 0.75 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
33 "W" "O" 5 36192 21 "Y" 2 0.16 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
37 "W" "B" 5 35886 NA "N" NA 1 0.5 "wetenschappelijk medewerker" "7b) Andere juniorstatuten (WM)" "RE"
23 "W" "B" 7 37530 NA "N" NA 2.25 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
23 "W" "B" 8 34335 116 "Y" 10 0.58 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
22 "W" "B" 7 36161 NA "N" NA 4.83 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "WE"
22 "W" "B" 8 36770 NA "N" NA 3.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "EB"
23 "W" "B" 5 33512 NA "N" NA 1.26 0.2 "assistent" "1a) Bezoldigd AAP" "GE"
22 "M" "B" 8 36008 NA "N" NA 1.08 1 "IMEC predoctoraal onderzoeker" "6b) Andere projecten (WM)" "TW"
23 "W" "B" 7 36130 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "PP"
22 "W" "B" 9 36069 59 "Y" 5 4.83 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "W" "B" 9 33878 NA "N" NA 6 1 "assistent" "1a) Bezoldigd AAP" "LW"
23 "M" "B" 9 36434 NA "N" NA 4 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
23 "W" "B" 8 33512 NA "N" NA 3.45 0.41 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "RE"
25 "M" "B" 7 37196 NA "N" NA 0.33 0.8 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
41 "M" "O" 5 37653 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LA"
24 "W" "B" 7 35704 45 "Y" 4 3.77 1 "doctoraatsbursaal" "4a) Persoonsgebonden mandaten (bursalen)" "DI"
23 "M" "B" 7 33482 NA "N" NA NA NA "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "LA"
24 "W" "B" 7 34243 NA "N" NA 0.5 0.5 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "RE"
25 "M" "B" 7 36465 NA "N" NA 2 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
23 "M" "B" 7 36069 NA "N" NA 2 1 "IWT-bursaal" "3 ) IWT-bursalen" "WE"
23 "M" "B" 9 36434 NA "N" NA 3.83 1 "aspirant FWO (WP-BD)" "2 ) FWO-bursalen" "EB"
23 "W" "B" 7 35827 NA "N" NA 4.66 1 "doctoraatsbursaal" "6a) Andere projecten (bursalen)" "WE"
23 "M" "B" 8 36800 NA "N" NA 4.25 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
25 "M" "B" 7 37165 NA "N" NA 2.41 0.93 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "DI"
24 "M" "B" 7 37196 NA "N" NA 4.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "PS"
23 "W" "B" 7 33970 65 "Y" 5 5.46 1 "assistent" "1a) Bezoldigd AAP" "FW"
25 "W" "O" 5 37834 NA "N" NA 0.42 1 "wetenschappelijk medewerker" "5b) FWO-,BOF- en IUAP-projecten (WM)" "TW"
25 "M" "B" 5 37165 NA "N" NA 1 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "LW"
23 "M" "B" 8 37135 NA "N" NA 2.08 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "TW"
24 "M" "B" 7 37257 NA "N" NA 2 1 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
25 "M" "B" 7 37135 NA "N" NA 3 1 "doctoraatsbursaal" "5a) FWO-,BOF- en IUAP-projecten (bursalen)" "TW"
24 "W" "B" 7 36465 NA "N" NA 0.08 0.5 "wetenschappelijk medewerker" "6b) Andere projecten (WM)" "WE"
